|amt_pledged|blurb|category|new_category|currency|goal|location|num_backers|num_backers_tier|pledge_tier|title|url|exchange_rate|pledged_USD|goal_USD|percent_received|goal_level|goal_level_num|pledge_level|pledge_level_num|creator|creator_names|country|start|end|days|tier_amt_lower_50|tier_amt_51_250|tier_amt_251_500|tier_amt_501_750|tier_amt_751_1000|tier_amt_1001_more|min_tier_amount|max_tier_amount|avg_tier_amount|median_tier_amount|avg_num_backers_tier|median_num_backers_tier|num_backers_bin|tier_backer_ratio|num_tiers|num_tiers_with_backers|project_updated|unique_words_ratio
10|6333295.0|yu suzuki presents the long awaited third installment in the shenmue series|Video Games|Video Games|usd|2000000.0|Tokyo, Japan|69320|[2251, 26238, 382, 4671, 14668, 2062, 6539, 1791, 1279, 2822, 1170, 3141, 885, 147, 90, 88, 7, 30, 8, 8, 44, 44, 79, 12, 3, 13, 6, 12, 22, 2, 1, 1, 0, 4, 0, 3, 5, 2, 3]|[5.0, 29.0, 39.0, 60.0, 60.0, 80.0, 100.0, 120.0, 160.0, 175.0, 250.0, 300.0, 500.0, 600.0, 700.0, 800.0, 900.0, 1000.0, 1000.0, 1200.0, 1200.0, 1400.0, 1500.0, 1800.0, 1800.0, 2000.0, 2500.0, 2500.0, 3000.0, 4000.0, 4500.0, 5000.0, 5000.0, 6000.0, 10000.0, 10000.0, 10000.0, 10000.0, 10000.0]|shenmue 3|/projects/ysnet/shenmue-3|1.0|6333295.0|2000000.0|316.66475|dreaming|3|dreaming|3|ysnet|Ys Net|Japan|2015-06-15|2015-07-17|32|3|8|2|2|4|22|5.0|10000.0|2571.23|1200.0|1757.26|30.0|1|[3.284549049363081, 38.285205667342744, 0.5573957071775641, 6.815694628864927, 21.402827834765734, 3.008769497906118, 9.541388819984533, 2.613339559044548, 1.8662542132987028, 4.117724307997607, 1.707206747114529, 4.58319349802285, 1.2913486933302205, 0.2144952066887485, 0.13132359593188683, 0.12840529380006713, 0.010214057461368975, 0.043774531977295604, 0.011673208527278829, 0.011673208527278829, 0.06420264690003356, 0.06420264690003356, 0.11527293420687844, 0.017509812790918244, 0.004377453197729561, 0.0189689638568281, 0.008754906395459122, 0.017509812790918244, 0.03210132345001678, 0.0029183021318197073, 0.0014591510659098536, 0.0014591510659098536, 0.0, 0.0058366042636394146, 0.0, 0.004377453197729561, 0.007295755329549269, 0.0029183021318197073, 0.004377453197729561]|39|37|0|0.916666666667
11|10266845.0|pebble is a customizable watch download new watchfaces use sports and fitness apps get notifications from your phone|Product Design|Product Design|usd|100000.0|Palo Alto, CA|68929|[2615, 200, 40799, 14350, 3800, 100, 4925, 900, 482, 20, 31]|[1.0, 99.0, 115.0, 125.0, 220.0, 235.0, 240.0, 550.0, 1000.0, 1250.0, 10000.0]|pebble epaper watch for iphone and android|/projects/597507018/pebble-e-paper-watch-for-iphone-and-android|1.0|10266845.0|100000.0|10266.845|dreaming|3|high|2|597507018|Pebble Technology|USA|2012-04-11|2012-05-18|37|1|6|0|1|1|3|1.0|10000.0|1257.73|235.0|6202.0|900.0|1|[3.833074374835097, 0.2931605640409252, 59.80328926152853, 21.034270469936384, 5.570050716777579, 0.1465802820204626, 7.2190788895077835, 1.3192225381841636, 0.7065169593386298, 0.029316056404092523, 0.0454398874263434]|11|11|0|1.0
12|3845170.0|classic japanese sidescrolling action evolved and transformed by keiji inafune an allstar team of veteran mega man devsand you|Video Games|Video Games|usd|900000.0|Tokyo, Japan|67226|[2438, 34059, 6445, 7289, 4472, 1716, 3593, 2203, 959, 2858, 48, 200, 67, 16, 14, 3, 2, 4]|[5.0, 20.0, 40.0, 60.0, 60.0, 80.0, 99.0, 120.0, 175.0, 250.0, 500.0, 500.0, 600.0, 1000.0, 2500.0, 5000.0, 9999.0, 10000.0]|mighty no 9|/projects/mightyno9/mighty-no-9|1.0|3845170.0|900000.0|427.241111111|dreaming|3|dreaming|3|mightyno9|comcept USA, LLC|Japan|2013-08-31|2013-10-01|31|3|7|2|1|1|5|5.0|10000.0|1722.67|212.5|3688.11|1337.5|1|[3.672461061067092, 51.30449191094508, 9.708372247160547, 10.979724640737505, 6.736360075919621, 2.584882354713343, 5.412285722893381, 3.3184707619076312, 1.4445816889103125, 4.30512457445847, 0.07230440153044317, 0.30126833971017986, 0.10092489380291024, 0.024101467176814387, 0.02108878377971259, 0.004519025095652698, 0.0030126833971017984, 0.006025366794203597]|18|18|0|1.0
13|12779843.0|two affordable heart rateenabled smartwatches and a hackable 3g wearable for phonefree running with gps music and amazon alexa|Product Design|Product Design|usd|1000000.0|Redwood City, CA|66673|[5000, 2798, 8546, 234, 679, 9996, 2042, 13446, 4208, 916, 1408, 8260, 2521, 1150, 415, 231, 741, 287, 2342, 779]|[69.0, 79.0, 99.0, 109.0, 149.0, 169.0, 169.0, 179.0, 179.0, 199.0, 199.0, 229.0, 229.0, 269.0, 269.0, 298.0, 337.0, 337.0, 339.0, 339.0]|pebble 2 time 2  allnew pebble core|/projects/597507018/pebble-2-time-2-and-core-an-entirely-new-3g-ultra|1.0|12779843.0|1000000.0|1277.9843|dreaming|3|dreaming|3|597507018|Pebble Technology|USA|2016-05-24|2016-06-30|36|0|13|7|0|0|0|69.0|339.0|212.25|199.0|3299.95|1725.0|1|[7.57587236170245, 4.239458173608691, 12.948681040621828, 0.35455082652767467, 1.0288034667191925, 15.145684025515537, 3.0939862725192806, 20.37303595509023, 6.375854179608782, 1.387899816663889, 2.13336565705541, 12.515341141532446, 3.8197548447703755, 1.7424506431915634, 0.6287974060213033, 0.3500053031106532, 1.1227442840043032, 0.43485507356172065, 3.5485386142214277, 1.1803209139532418]|20|20|0|0.947368421053
14|5545991.0|igavania n a gothic explorationfocused action platformer designed by one of the godfathers of the genre|Video Games|Video Games|usd|500000.0|Tokyo, Japan|64867|[913, 20155, 16450, 6569, 8799, 3085, 2920, 1411, 1002, 2739, 275, 20, 10, 18, 5, 10, 9, 20, 5, 5, 10, 10, 2, 5, 1, 3, 1, 4, 3]|[5.0, 28.0, 60.0, 60.0, 100.0, 125.0, 150.0, 175.0, 250.0, 300.0, 500.0, 750.0, 800.0, 950.0, 999.0, 1000.0, 1000.0, 1500.0, 1550.0, 1600.0, 2000.0, 2100.0, 2500.0, 3000.0, 3500.0, 5000.0, 7500.0, 8500.0, 10000.0]|bloodstained ritual of the night|/projects/iga/bloodstained-ritual-of-the-night|1.0|5545991.0|500000.0|1109.1982|dreaming|3|dreaming|3|iga|Koji Igarashi|Japan|2015-05-11|2015-06-12|32|2|7|2|1|5|14|5.0|10000.0|1931.1|999.0|2222.72|10.0|1|[1.4164042259420717, 31.267937758885495, 25.52009804682046, 10.190974107572256, 13.650537551001413, 4.785987992367241, 4.530011325028313, 2.1889883491832016, 1.5544764889309484, 4.249212677826216, 0.4266277788982144, 0.03102747482896104, 0.01551373741448052, 0.02792472734606494, 0.00775686870724026, 0.01551373741448052, 0.01396236367303247, 0.03102747482896104, 0.00775686870724026, 0.00775686870724026, 0.01551373741448052, 0.01551373741448052, 0.003102747482896105, 0.00775686870724026, 0.0015513737414480525, 0.004654121224344157, 0.0015513737414480525, 0.00620549496579221, 0.004654121224344157]|29|29|0|0.875
15|3246588.0|from the creators of cyanide  happiness comes a card game where players compete to finish an awful comic strip|Tabletop Games|Tabletop Games|usd|10000.0|Dallas, TX|63758|[435, 6491, 26903, 18140, 7395, 1841, 1279, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 42, 1047, 9]|[1.0, 25.0, 35.0, 45.0, 60.0, 75.0, 100.0, 102.0, 104.0, 106.0, 106.0, 107.0, 108.0, 109.0, 111.0, 120.0, 123.0, 133.0, 200.0, 200.0, 1000.0]|joking hazard|/projects/cyanideandhappiness/joking-hazard|1.0|3246588.0|10000.0|32465.88|medium|1|low|0|cyanideandhappiness|Cyanide And Happiness|USA|2016-02-09|2016-03-10|30|4|16|0|0|1|1|1.0|1000.0|141.43|106.0|3028.24|1.0|1|[0.6840375513028163, 10.20709826553237, 42.3049706728728, 28.52515213938641, 11.628638372147877, 2.894972717122954, 2.011227650842074, 0.0015725001179375088, 0.0015725001179375088, 0.0015725001179375088, 0.0015725001179375088, 0.0015725001179375088, 0.0015725001179375088, 0.0015725001179375088, 0.0015725001179375088, 0.0015725001179375088, 0.0015725001179375088, 0.0015725001179375088, 0.06604500495337537, 1.6464076234805718, 0.014152501061437579]|21|21|0|1.0
16|8596474.0|cracking open the last closed platform the tv  a beautiful affordable console  built on android by the creator of jambox|Gaming Hardware|Comics|usd|950000.0|Los Angeles, CA|63416|[1770, 1898, 1000, 46124, 7755, 2500, 600, 226, 4, 12]|[10.0, 25.0, 95.0, 99.0, 140.0, 225.0, 699.0, 1337.0, 5000.0, 10000.0]|ouya a new kind of video game console|/projects/ouya/ouya-a-new-kind-of-video-game-console|1.0|8596474.0|950000.0|904.892|dreaming|3|dreaming|3|ouya|OUYA|USA|2012-07-10|2012-08-09|29|2|4|0|1|0|3|10.0|10000.0|1763.0|182.5|6188.9|1385.0|1|[2.8599589587810432, 3.066780849585548, 1.6157960219101941, 74.52697571458579, 12.530498149913555, 4.039490054775485, 0.9694776131461164, 0.3651699009517039, 0.006463184087640777, 0.01938955226292233]|10|10|0|0.863636363636
17|13285226.0|the coolest is a portable party disguised as a cooler bringing blended drinks music and fun to any outdoor occasion|Product Design|Product Design|usd|50000.0|Portland, OR|62642|[1078, 311, 133, 50, 20, 50213, 7063, 2455, 31, 304, 8]|[5.0, 25.0, 55.0, 165.0, 165.0, 185.0, 185.0, 225.0, 500.0, 1750.0, 2000.0]|coolest cooler 21st century cooler thats actually cooler|/projects/ryangrepper/coolest-cooler-21st-century-cooler-thats-actually|1.0|13285226.0|50000.0|26570.452|high|2|medium|1|ryangrepper|Ryan Grepper|USA|2014-07-08|2014-08-29|52|2|6|1|0|0|2|5.0|2000.0|478.18|185.0|5606.0|304.0|1|[1.7481270067784518, 0.5043297765381247, 0.215678007329809, 0.08108195764278534, 0.032432783057114126, 81.4273667823436, 11.453637336619856, 3.9811241202607595, 0.0502708137385269, 0.49297830246813484, 0.012973113222845651]|11|11|0|0.95
18|2933252.0|wasteland 2 has been released to great acclaim earning game of the year from pcworld and reaching 1 on the steam sales charts now the directors cut comes as a free pc update to all backers as our thanks for making the game happen|Video Games|Video Games|usd|900000.0|Newport Beach, CA|61290|[32778, 8828, 7967, 2274, 1130, 5218, 776, 407, 1200, 172, 147, 2, 13, 9, 12]|[15.0, 30.0, 50.0, 55.0, 75.0, 100.0, 150.0, 150.0, 250.0, 500.0, 1000.0, 2000.0, 2500.0, 5000.0, 10000.0]|wasteland 2|/projects/inxile/wasteland-2|1.0|2933252.0|900000.0|325.916888889|dreaming|3|dreaming|3|inxile|inXile entertainment|USA|2012-03-13|2012-04-17|35|3|6|1|0|1|5|15.0|10000.0|1458.33|150.0|4062.2|776.0|1|[53.7935109054207, 14.48804424531863, 13.075016821755042, 3.731967899167939, 1.8544959217501191, 8.563504176718691, 1.2735299427239757, 0.6679467611967244, 1.969376200088622, 0.2822772553460358, 0.24124858451085618, 0.00328229366681437, 0.021334908834293405, 0.014770321500664664, 0.01969376200088622]|15|15|1|0.863636363636
19|5764229.0|you did it you brought back mystery science theater 3000 thanks to you mst3k will be able to shoot fourteen new episodes next year including a new holiday special|Television|Documentary|usd|2000000.0|Minneapolis, MN|48270|[5319, 3024, 5269, 7452, 1649, 3543, 11148, 8, 2, 1726, 4079, 690, 1781, 130, 14, 28, 115, 2, 1, 48, 70, 48, 108, 113, 14, 11, 1, 2, 1, 4, 18, 0, 15, 2, 10, 4, 3, 1, 11, 3, 5]|[10.0, 25.0, 35.0, 50.0, 75.0, 85.0, 100.0, 100.0, 125.0, 150.0, 200.0, 250.0, 300.0, 400.0, 498.0, 499.0, 500.0, 750.0, 750.0, 751.0, 752.0, 872.0, 1000.0, 1000.0, 1500.0, 2001.0, 2500.0, 3000.0, 3500.0, 4000.0, 5000.0, 5000.0, 6000.0, 6500.0, 7500.0, 8000.0, 8000.0, 9999.0, 10000.0, 15000.0, 25000.0]|bring back mystery science theater 3000|/projects/mst3k/bringbackmst3k|1.0|5764229.0|2000000.0|288.21145|dreaming|3|dreaming|3|mst3k|Joel Hodgson|USA|2015-11-10|2015-12-12|31|4|8|5|2|5|18|10.0|25000.0|3214.07|752.0|1133.46|15.0|1|[11.44560165260802, 6.507144086761921, 11.3380099845068, 16.035462213806163, 3.548373213978309, 7.623945601652609, 23.98863831984851, 0.01721466689619556, 0.00430366672404889, 3.7140643828541915, 8.777328283697711, 1.484765019796867, 3.8324152177655364, 0.27973833706317786, 0.03012566706834223, 0.06025133413668446, 0.24746083663281115, 0.00430366672404889, 0.002151833362024445, 0.10328800137717334, 0.15062833534171113, 0.10328800137717334, 0.23239800309864003, 0.2431571699087623, 0.03012566706834223, 0.023670166982268894, 0.002151833362024445, 0.00430366672404889, 0.002151833362024445, 0.00860733344809778, 0.038733000516440005, 0.0, 0.032277500430366673, 0.00430366672404889, 0.02151833362024445, 0.00860733344809778, 0.006455500086073334, 0.002151833362024445, 0.023670166982268894, 0.006455500086073334, 0.010759166810122225]|41|40|0|0.851851851852
